code,is_vulnerable,urgency_score,source_dataset,cwe,vulnerability_type,source
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,21.52251323393691,cve_like_training.csv,None,safe,safe_code
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,84.7516887771648,cve_like_training.csv,CWE-79,xss,cve_like
"def read_xml_data(xml_content):
    import xml.sax
    parser = xml.sax.make_parser()
    parser.parse(xml_content)",1,70.32345463056879,cve_like_training.csv,CWE-611,xxe,cve_like
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
df = pd.read_csv('data.csv'),0,19.1446759595635,training_dataset.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
db.query('INSERT INTO logs VALUES(' + data + ')'),1,58.80949152655909,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
os.remove(filename),1,71.36583538299877,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,13.525600249693811,cve_like_training.csv,None,safe,safe_code
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,80.0,real_cve_dataset.csv,CWE-94,code_injection,pattern_analysis
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from lxml import etree
    doc = etree.parse(xml_data)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,23.36682975223529,cve_like_training.csv,None,safe,safe_code
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,14.240615122927265,cve_like_training.csv,None,safe,safe_code
"def calculate():
    def add(a, b): return a + b
    return result",0,28.277537220275267,training_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,19.8529569681561,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,14.810560734111636,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
eval(user_input),1,100.0,training_dataset.csv,CWE-94,code_injection,pattern_analysis
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,13.92627384391852,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,18.127285203916585,cve_like_training.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,24.108284834747835,cve_like_training.csv,None,safe,safe_code
"def process_xml(xml_file):
    from xml.dom import minidom
    doc = minidom.parse(xml_file)
    return doc",1,80.0,real_cve_dataset.csv,CWE-611,xxe,pattern_analysis
"def update_email(user_id, email):
    query = f""UPDATE users SET email='{email}' WHERE id={user_id}""
    cursor.execute(query)",1,91.02054024760336,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,13.384168250448267,cve_like_training.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,19.524476870693977,cve_like_training.csv,None,safe,safe_code
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,80.0,real_cve_dataset.csv,CWE-79,xss,pattern_analysis
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,15.299514285702015,cve_like_training.csv,None,safe,safe_code
os.system(user_input),1,100.0,training_dataset.csv,CWE-78,command_injection,pattern_analysis
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,18.406713937555416,cve_like_training.csv,None,safe,safe_code
"open(os.path.join(base, user_file))",1,98.0809191848269,training_dataset.csv,CWE-22,path_traversal,pattern_analysis
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,10.99185805240336,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def include_file(file_path):
    return open(file_path, 'r').read()",1,80.0,real_cve_dataset.csv,CWE-22,path_traversal,pattern_analysis
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id="" + str(user_id)
    cursor.execute(query)
    return cursor.fetchone()",1,96.57683555479343,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,13.328743783266663,cve_like_training.csv,None,safe,safe_code
"def parse_xml(xml_data):
    from defusedxml import ElementTree
    doc = ElementTree.parse(xml_data)
    return doc",0,12.701058835986515,cve_like_training.csv,None,safe,safe_code
"def execute_formula(formula):
    result = eval(formula)
    return result",1,93.44048419392752,cve_like_training.csv,CWE-94,code_injection,cve_like
"def authenticate():
    API_KEY = ""sk-1234567890abcdef""
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",1,88.7098259763082,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"with open('config.json', 'r') as f: data = json.load(f)",0,12.138423173278708,training_dataset.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,15.451965395450904,cve_like_training.csv,None,safe,safe_code
"def include_file(file_path):
    return open(file_path, 'r').read()",1,82.96118391592722,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,94.08603597054446,cve_like_training.csv,CWE-798,hardcoded_secrets,cve_like
"def restore_object(data):
    import pickle
    obj = pickle.loads(base64.b64decode(data))
    return obj",1,80.37620058885526,cve_like_training.csv,CWE-502,deserialization,cve_like
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,24.72042732473076,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,15.32941567746709,cve_like_training.csv,None,safe,safe_code
"value = settings.get('name', 'default')",0,28.092492113749763,training_dataset.csv,None,safe,safe_code
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,18.07794216025712,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,18.76033276023225,cve_like_training.csv,None,safe,safe_code
"def render_user_profile(name, bio):
    html = f""<h1>{name}</h1><p>{bio}</p>""
    return html",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def parse_xml(xml_data):
    from lxml import etree
    doc = etree.parse(xml_data)
    return doc",1,79.20821953535608,cve_like_training.csv,CWE-611,xxe,cve_like
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,21.607272906528245,cve_like_training.csv,None,safe,safe_code
from subprocess import *,1,79.22700557029093,training_dataset.csv,CWE-20,generic_vulnerability,fallback
exec(open(config_file).read()),1,100.0,training_dataset.csv,CWE-94,code_injection,pattern_analysis
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,12.27348586185758,cve_like_training.csv,None,safe,safe_code
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,17.927346668649093,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
cursor.execute('SELECT * FROM table WHERE col=' + str(value)),1,100.0,training_dataset.csv,CWE-89,sql_injection,pattern_analysis
"def handle_request(user_input):
    os.remove(filename)",1,99.93564019414778,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def parse_expression(expr):
    return eval(f""calculate({expr})"")",1,94.87128808140363,cve_like_training.csv,CWE-94,code_injection,cve_like
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,14.436400143148022,cve_like_training.csv,None,safe,safe_code
"cursor.execute(""DELETE FROM users WHERE username='"" + username + ""')"")",1,100.0,training_dataset.csv,CWE-89,sql_injection,pattern_analysis
"# Helper function
data = {k: v for k, v in items}",0,12.520887233018064,training_dataset.csv,None,safe,safe_code
"def render_user_profile(name, bio):
    html = f""<h1>{name}</h1><p>{bio}</p>""
    return html",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,12.000115792202788,cve_like_training.csv,None,safe,safe_code
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id="" + str(user_id)
    cursor.execute(query)
    return cursor.fetchone()",1,98.19866944873932,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,80.0,real_cve_dataset.csv,CWE-79,xss,pattern_analysis
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,18.014808328437454,cve_like_training.csv,None,safe,safe_code
"# User input handler
try:
    conn.execute('UPDATE users SET pass=' + pwd)
except: pass",1,98.15921915536366,training_dataset.csv,CWE-89,sql_injection,pattern_analysis
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,15.726237439187846,cve_like_training.csv,None,safe,safe_code
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,12.772299166127214,cve_like_training.csv,None,safe,safe_code
"def compile_template(template):
    compiled = compile(template, '<string>', 'exec')
    exec(compiled)",1,90.21084949032009,cve_like_training.csv,CWE-94,code_injection,cve_like
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,14.870065372711938,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.236027152140664,cve_like_training.csv,None,safe,safe_code
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.92785338893556,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,99.04725157628644,cve_like_training.csv,CWE-78,command_injection,cve_like
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,16.795680899926253,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,94.91753053431567,cve_like_training.csv,CWE-78,command_injection,cve_like
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,18.367224390627552,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    result = subprocess.run(f""ping -c 4 {hostname}"", shell=True)
    return result.stdout",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def backup_file(filename):
    safe_filename = os.path.basename(filename)
    subprocess.run([""tar"", ""-czf"", ""backup.tar.gz"", safe_filename])",0,17.60379061656601,cve_like_training.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    import xml.etree.ElementTree as ET
    root = ET.fromstring(xml_string)
    return root",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def display_comment(comment):
    import html
    safe_comment = html.escape(comment)
    return f""<div class='comment'>{safe_comment}</div>""",0,10.163995749736726,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,10.400879843164851,cve_like_training.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,12.10010791885975,cve_like_training.csv,None,safe,safe_code
"def deserialize_user(data):
    import pickle
    user = pickle.loads(data)
    return user",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def load_xml_config(xml_string):
    import xml.etree.ElementTree as ET
    root = ET.fromstring(xml_string)
    return root",1,74.43305413102985,cve_like_training.csv,CWE-611,xxe,cve_like
"def calculate():
    reversed_list = list(reversed(items))
    return result",0,28.090438761894145,training_dataset.csv,None,safe,safe_code
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
__import__(user_module),1,71.00947334837433,training_dataset.csv,CWE-470,unsafe_reflection,pattern_analysis
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,22.945341579361298,cve_like_training.csv,None,safe,safe_code
"def restore_object(data):
    import pickle
    obj = pickle.loads(base64.b64decode(data))
    return obj",1,80.0,real_cve_dataset.csv,CWE-502,insecure_deserialization,pattern_analysis
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def restore_object(data):
    import pickle
    obj = pickle.loads(base64.b64decode(data))
    return obj",1,78.15920988648939,cve_like_training.csv,CWE-502,deserialization,cve_like
"def search_products(category):
    query = ""SELECT * FROM products WHERE category='"" + category + ""'""
    cursor.execute(query)",1,95.01712290988456,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def load_template(template_name):
    path = ""templates/"" + template_name
    return open(path).read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,83.976142420949,cve_like_training.csv,CWE-502,deserialization,cve_like
"def parse_expression(expr):
    return eval(f""calculate({expr})"")",1,99.90422628277496,cve_like_training.csv,CWE-94,code_injection,cve_like
"def display_comment(comment):
    return f""<div class='comment'>{comment}</div>""",1,80.0,real_cve_dataset.csv,CWE-79,xss,pattern_analysis
"def get_user(user_id):
    query = ""SELECT * FROM users WHERE id=?""
    cursor.execute(query, (user_id,))
    return cursor.fetchone()",0,17.50737943515057,cve_like_training.csv,None,safe,safe_code
"def download_url(url):
    subprocess.call(f""wget {url}"", shell=True)",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,20.08443564766409,cve_like_training.csv,None,safe,safe_code
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,18.16094608668734,cve_like_training.csv,None,safe,safe_code
"def load_template(template_name):
    allowed_templates = ['index.html', 'about.html', 'contact.html']
    if template_name not in allowed_templates:
        raise ValueError(""Invalid template"")
    return open(f""templates/{template_name}"").read()",0,11.136477036355076,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,15.28241675353641,cve_like_training.csv,None,safe,safe_code
"def backup_file(filename):
    os.system(f""tar -czf backup.tar.gz {filename}"")",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,13.86979191255436,cve_like_training.csv,None,safe,safe_code
query = f'SELECT * FROM products WHERE name = {product_name}',1,55.84676517363635,training_dataset.csv,CWE-20,generic_vulnerability,fallback
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,12.76145401814832,cve_like_training.csv,None,safe,safe_code
"def show_error(error_msg):
    return ""<div class='error'>"" + error_msg + ""</div>""",1,86.07353278796815,cve_like_training.csv,CWE-79,xss,cve_like
"def calculate():
    with open('config.json', 'r') as f: data = json.load(f)
    return result",0,24.01782465060608,training_dataset.csv,None,safe,safe_code
"def login(username, password):
    sql = ""SELECT * FROM users WHERE username=? AND password=?""
    return db.execute(sql, (username, password)).fetchone()",0,12.737166334139507,cve_like_training.csv,None,safe,safe_code
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,18.03617413222012,cve_like_training.csv,None,safe,safe_code
"def connect_to_db():
    password = ""admin123""
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",1,80.0,real_cve_dataset.csv,CWE-798,hardcoded_credentials,pattern_analysis
"def load_session(session_data):
    import pickle
    return pickle.loads(session_data)",1,84.40741325479124,cve_like_training.csv,CWE-502,deserialization,cve_like
print(f'Result: {result}'),0,26.45597487471062,training_dataset.csv,None,safe,safe_code
"def update_email(user_id, email):
    query = f""UPDATE users SET email='{email}' WHERE id={user_id}""
    cursor.execute(query)",1,99.28673265927448,cve_like_training.csv,CWE-89,sql_injection,cve_like
result = ' '.join(words),0,29.35609125279564,training_dataset.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,10.395822060945148,cve_like_training.csv,None,safe,safe_code
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,75.61021257122181,cve_like_training.csv,CWE-22,path_traversal,cve_like
"# User input handler
try:
    commands.getoutput(user_data)
except: pass",1,97.49660550142706,training_dataset.csv,CWE-78,command_injection,pattern_analysis
"def ping_host(hostname):
    import ipaddress
    ipaddress.ip_address(hostname)  # Validate
    result = subprocess.run([""ping"", ""-c"", ""4"", hostname], capture_output=True)
    return result.stdout",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
etree.parse(user_xml),1,99.39122670399804,training_dataset.csv,CWE-611,xxe,pattern_analysis
"def connect_to_db():
    import os
    password = os.environ.get('DB_PASSWORD')
    conn = psycopg2.connect(host=""localhost"", password=password)
    return conn",0,18.470481514328164,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,15.842803250339523,cve_like_training.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def restore_object(data):
    import json
    obj = json.loads(base64.b64decode(data))
    return obj",0,19.871665751292603,cve_like_training.csv,None,safe,safe_code
"def update_email(user_id, email):
    query = f""UPDATE users SET email='{email}' WHERE id={user_id}""
    cursor.execute(query)",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
"def login(username, password):
    sql = f""SELECT * FROM users WHERE username='{username}' AND password='{password}'""
    return db.execute(sql).fetchone()",1,91.70876303986986,cve_like_training.csv,CWE-89,sql_injection,cve_like
"def read_file(filename):
    with open(f""uploads/{filename}"", 'r') as f:
        return f.read()",1,78.88031142773416,cve_like_training.csv,CWE-22,path_traversal,cve_like
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def execute_formula(formula):
    import ast
    allowed_ops = {ast.Add, ast.Sub, ast.Mult, ast.Div}
    tree = ast.parse(formula, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.operator) and type(node) not in allowed_ops:
            raise ValueError(""Invalid operation"")
    result = ast.literal_eval(formula)
    return result",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,24.7193598927996,cve_like_training.csv,None,safe,safe_code
"def read_file(filename):
    safe_name = os.path.basename(filename)
    safe_path = os.path.join(""uploads"", safe_name)
    if not os.path.abspath(safe_path).startswith(os.path.abspath(""uploads"")):
        raise ValueError(""Invalid path"")
    with open(safe_path, 'r') as f:
        return f.read()",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_xml_config(xml_string):
    from defusedxml.ElementTree import fromstring
    root = fromstring(xml_string)
    return root",0,14.409113201912394,cve_like_training.csv,None,safe,safe_code
"def authenticate():
    import os
    API_KEY = os.environ.get('API_KEY')
    return requests.get(url, headers={""Authorization"": f""Bearer {API_KEY}""})",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def load_session(session_data):
    import json
    return json.loads(session_data)",0,20.0,real_cve_dataset.csv,None,safe,safe_code
from datetime import datetime,0,26.61680988573892,training_dataset.csv,None,safe,safe_code
"def render_user_profile(name, bio):
    from markupsafe import escape
    return f""<h1>{escape(name)}</h1><p>{escape(bio)}</p>""",0,20.0,real_cve_dataset.csv,None,safe,safe_code
"def convert_image(input_file, output_file):
    cmd = f""convert {input_file} {output_file}""
    os.system(cmd)",1,80.0,real_cve_dataset.csv,CWE-78,command_injection,pattern_analysis
"def get_log_file(log_name):
    log_path = f""/var/logs/{log_name}""
    with open(log_path) as f:
        return f.read()",1,80.0,real_cve_dataset.csv,CWE-20,generic_vulnerability,fallback
